Order Id,shipping date (DateOrders),Shipping Mode,Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk,Latitude,Longitude,Order City,Order Country,Order State
75789,2018-01-13 07:54:00,First Class,2,1,Late delivery,1,33.98547363,-118.3382416,Daqing,China,Heilongjiang
75788,2018-01-13 07:33:00,First Class,2,1,Late delivery,1,18.29302979,-66.03705597,Daqing,China,Heilongjiang
75787,2018-01-13 07:12:00,First Class,2,1,Late delivery,1,37.61849976,-121.0116348,Daqing,China,Heilongjiang
75786,2018-01-13 06:51:00,First Class,2,1,Late delivery,1,18.24845696,-66.03705597,Solapur,India,Maharashtra
75785,2018-01-17 06:30:00,Standard Class,6,4,Late delivery,1,40.73097992,-74.22322846,Solapur,India,Maharashtra
75784,2018-01-16 06:09:00,Standard Class,5,4,Late delivery,1,18.21602821,-66.0370636,Solapur,India,Maharashtra
75783,2018-01-15 05:48:00,Standard Class,4,4,Shipping on time,0,36.94937897,-76.24703217,Chongqing,China,Chongqing
75782,2018-01-14 05:27:00,Standard Class,3,4,Advance shipping,0,33.89164734,-118.299408,Perth,Australia,Australia Occidental
75781,2018-01-13 05:06:00,Standard Class,2,4,Advance shipping,0,18.22156715,-66.03704834,Perth,Australia,Australia Occidental
75780,2018-01-17 04:45:00,Standard Class,6,4,Shipping canceled,0,21.343153,-157.906601,Perth,Australia,Australia Occidental
75779,2018-01-16 04:24:00,Second Class,5,2,Late delivery,1,18.25141716,-66.03705597,Perth,Australia,Australia Occidental
75778,2018-01-15 04:03:00,Second Class,4,2,Late delivery,1,39.67436981,-75.76576996,Zhaoqing,China,Guangdong
75777,2018-01-14 03:42:00,Second Class,3,2,Late delivery,1,42.08637619,-76.85916138,Caloocan,Filipinas,Capital Nacional
75776,2018-01-13 03:21:00,First Class,2,1,Late delivery,1,18.24762535,-66.0370636,Tegal,Indonesia,Java Central
75775,2018-01-13 03:00:00,First Class,2,1,Late delivery,1,34.07656479,-117.61409,Suzhou,China,Gansu
75774,2018-01-13 02:39:00,First Class,2,1,Late delivery,1,18.27437401,-66.03705597,Chongqing,China,Chongqing
75773,2018-01-13 02:18:00,First Class,2,1,Late delivery,1,42.42012024,-79.31320953,Medan,Indonesia,Sumatra Septentrional
75772,2018-01-13 01:57:00,First Class,2,1,Late delivery,1,40.79290009,-73.94426727,Adelaide,Australia,Australia del Sur
75771,2018-01-11 13:36:00,Same Day,0,0,Shipping on time,0,25.92748261,-97.48326111,Manila,Filipinas,Capital Nacional
75770,2018-01-17 01:15:00,Standard Class,6,4,Late delivery,1,18.21919632,-66.0370636,Toowoomba,Australia,Queensland
75769,2018-01-16 00:54:00,Standard Class,5,4,Late delivery,1,42.29305649,-83.18068695,Toowoomba,Australia,Queensland
75768,2018-01-15 00:33:00,Standard Class,4,4,Shipping on time,0,40.74015808,-73.84850311,Bihar Sharif,India,Bihar
75767,2018-01-14 00:12:00,Standard Class,3,4,Advance shipping,0,18.20436859,-66.0370636,Pune,India,Maharashtra
75766,2018-01-12 23:51:00,Standard Class,2,4,Advance shipping,0,40.85889053,-73.93106842,Semarang,Indonesia,Java Central
75765,2018-01-16 23:30:00,Standard Class,6,4,Late delivery,1,33.03649902,-96.92692566,Semarang,Indonesia,Java Central
75764,2018-01-15 23:09:00,Second Class,5,2,Late delivery,1,35.31053162,-119.0147934,Taixing,China,Jiangsu
75763,2018-01-14 22:48:00,Second Class,4,2,Late delivery,1,18.29253769,-66.0370636,Taixing,China,Jiangsu
75762,2018-01-13 22:27:00,Second Class,3,2,Late delivery,1,33.94784164,-118.2462921,Sydney,Australia,Nueva Gales del Sur
75761,2018-01-12 22:06:00,Second Class,2,2,Shipping on time,0,34.2707634,-118.7822266,Canberra,Australia,Territorio de la Capital Australiana
75760,2018-01-16 21:45:00,Second Class,6,2,Late delivery,1,18.28343582,-66.03705597,Mackay,Australia,Queensland
75759,2018-01-12 21:24:00,First Class,2,1,Late delivery,1,40.07748795,-76.26169586,Mackay,Australia,Queensland
75758,2018-01-14 21:03:00,Second Class,4,2,Late delivery,1,32.93944931,-96.64806366,Mackay,Australia,Queensland
75757,2018-01-13 20:42:00,Standard Class,3,4,Advance shipping,0,18.46923065,-66.727211,Mackay,Australia,Queensland
75756,2018-01-12 20:21:00,Standard Class,2,4,Advance shipping,0,18.2222786,-66.03705597,Mackay,Australia,Queensland
75755,2018-01-16 20:00:00,Standard Class,6,4,Late delivery,1,30.56995392,-92.07212067,Mackay,Australia,Queensland
75754,2018-01-15 19:39:00,Second Class,5,2,Late delivery,1,18.2507515,-66.03705597,Mackay,Australia,Queensland
75753,2018-01-14 19:17:00,Second Class,4,2,Late delivery,1,32.8493309,-116.6139984,Adelaide,Australia,Australia del Sur
75752,2018-01-13 18:56:00,Standard Class,3,4,Advance shipping,0,21.41267014,-157.997879,Adelaide,Australia,Australia del Sur
75751,2018-01-12 18:35:00,Standard Class,2,4,Advance shipping,0,18.26363182,-66.03704834,Rangún,Myanmar (Birmania),Rangún
75750,2018-01-16 18:14:00,Standard Class,6,4,Late delivery,1,32.19872284,-110.9685822,Caloundra,Australia,Queensland
75749,2018-01-15 17:53:00,Standard Class,5,4,Shipping canceled,0,33.97934723,-118.2500534,Newcastle,Australia,Nueva Gales del Sur
75748,2018-01-14 17:32:00,Second Class,4,2,Late delivery,1,38.60803223,-121.3219528,Gold Coast,Australia,Queensland
75747,2018-01-11 05:11:00,Same Day,1,0,Late delivery,1,18.26806831,-66.0370636,Delhi,India,Delhi
75746,2018-01-12 16:50:00,Standard Class,2,4,Advance shipping,0,33.77279663,-117.8358154,Manado,Indonesia,Célebes Septentrional
75745,2018-01-16 16:29:00,Standard Class,6,4,Late delivery,1,18.26010323,-66.0370636,Jiangyan,China,Jiangsu
75744,2018-01-15 16:08:00,Standard Class,5,4,Late delivery,1,39.29779434,-84.28598023,Jiangyan,China,Jiangsu
75743,2018-01-14 15:47:00,Standard Class,4,4,Shipping on time,0,25.74022484,-80.36169434,Jiangyan,China,Jiangsu
75742,2018-01-13 15:26:00,Standard Class,3,4,Shipping canceled,0,33.83805847,-117.9110107,Jiangyan,China,Jiangsu
75741,2018-01-12 15:05:00,Standard Class,2,4,Advance shipping,0,41.9041214,-87.71240997,Sydney,Australia,Nueva Gales del Sur
75740,2018-01-16 14:44:00,Standard Class,6,4,Late delivery,1,18.20264626,-66.03705597,Sydney,Australia,Nueva Gales del Sur
75739,2018-01-15 14:23:00,Standard Class,5,4,Late delivery,1,42.39110184,-83.13121796,Melbourne,Australia,Victoria
75738,2018-01-14 14:02:00,Standard Class,4,4,Shipping on time,0,42.34844208,-83.43744659,Mardan,Pakistán,Jaiber Pajtunjuá
75737,2018-01-13 13:41:00,Standard Class,3,4,Advance shipping,0,38.42340851,-77.40523529,Mardan,Pakistán,Jaiber Pajtunjuá
75736,2018-01-12 13:20:00,Standard Class,2,4,Advance shipping,0,18.25956154,-66.0370636,Newcastle,Australia,Nueva Gales del Sur
75735,2018-01-16 12:59:00,Standard Class,6,4,Late delivery,1,32.76002502,-117.2483826,Newcastle,Australia,Nueva Gales del Sur
75734,2018-01-15 12:38:00,Second Class,5,2,Late delivery,1,18.27717209,-66.0370636,Xinzhou,China,Shanxi
75733,2018-01-14 12:17:00,Second Class,4,2,Late delivery,1,40.8907814,-73.85758209,Nanchong,China,Sichuan
75732,2018-01-13 11:56:00,Standard Class,3,4,Advance shipping,0,18.25230408,-66.03705597,Nom Pen,Camboya,Nom Pen
75731,2018-01-12 11:35:00,Standard Class,2,4,Advance shipping,0,40.68805313,-73.82411957,Bandung,Indonesia,Java Occidental
75730,2018-01-16 11:14:00,Second Class,6,2,Late delivery,1,18.21238518,-66.0370636,Bandung,Indonesia,Java Occidental
75729,2018-01-15 10:53:00,Second Class,5,2,Shipping canceled,0,39.44261551,-84.4282074,Bandung,Indonesia,Java Occidental
73221,2017-12-06 20:13:00,Standard Class,2,4,Advance shipping,0,37.01370621,-121.5893478,Patna,India,Bihar
73220,2017-12-10 19:52:00,Standard Class,6,4,Late delivery,1,18.29462624,-66.03705597,Patna,India,Bihar
73219,2017-12-09 19:31:00,Standard Class,5,4,Late delivery,1,34.13360977,-117.9058914,Patna,India,Bihar
73218,2017-12-08 19:10:00,Standard Class,4,4,Shipping on time,0,18.24084473,-66.0370636,Patna,India,Bihar
73217,2017-12-07 18:49:00,Standard Class,3,4,Advance shipping,0,36.11019898,-81.52600861,Patna,India,Bihar
73216,2017-12-06 18:28:00,Standard Class,2,4,Advance shipping,0,40.88164902,-81.25228119,Patna,India,Bihar
73215,2017-12-10 18:07:00,Standard Class,6,4,Late delivery,1,44.63076019,-123.1084366,Patna,India,Bihar
73214,2017-12-09 17:46:00,Standard Class,5,4,Late delivery,1,18.1501503,-65.82595062,Patna,India,Bihar
73213,2017-12-08 17:25:00,Second Class,4,2,Late delivery,1,18.24877548,-66.03705597,Sydney,Australia,Nueva Gales del Sur
73212,2017-12-07 17:04:00,Standard Class,3,4,Advance shipping,0,40.68665695,-73.37553406,Faridabad,India,Haryana
73211,2017-12-06 16:43:00,Standard Class,2,4,Advance shipping,0,41.42148209,-82.09407044,Faridabad,India,Haryana
73210,2017-12-10 16:22:00,Standard Class,6,4,Late delivery,1,18.25765991,-66.0370636,Bangkok,Tailandia,Bangkok
73209,2017-12-09 16:01:00,Standard Class,5,4,Late delivery,1,33.93642426,-117.4205856,Adelaide,Australia,Australia del Sur
73208,2017-12-08 15:40:00,Standard Class,4,4,Shipping on time,0,18.28701973,-66.03705597,Adelaide,Australia,Australia del Sur
73207,2017-12-07 15:19:00,Standard Class,3,4,Advance shipping,0,33.83179474,-118.261322,Adelaide,Australia,Australia del Sur
73206,2017-12-06 14:58:00,First Class,2,1,Late delivery,1,33.41001129,-111.7717972,Lahore,Pakistán,Punyab
73205,2017-12-06 14:37:00,First Class,2,1,Late delivery,1,18.23929787,-66.03705597,Yakarta,Indonesia,Yakarta
73204,2017-12-06 14:16:00,First Class,2,1,Late delivery,1,21.343153,-157.906601,Yakarta,Indonesia,Yakarta
73203,2017-12-06 13:55:00,First Class,2,1,Late delivery,1,18.20517731,-66.0370636,Yakarta,Indonesia,Yakarta
73202,2017-12-07 13:34:00,Standard Class,3,4,Advance shipping,0,28.10211754,-82.51211548,Yakarta,Indonesia,Yakarta
73201,2017-12-06 13:13:00,Standard Class,2,4,Advance shipping,0,26.140728,-97.66805267,Semarang,Indonesia,Java Central
73200,2017-12-10 12:52:00,Standard Class,6,4,Late delivery,1,18.20367432,-66.0370636,Semarang,Indonesia,Java Central
73199,2017-12-09 12:31:00,Standard Class,5,4,Late delivery,1,39.83699036,-86.01907349,Ulan Bator,Mongolia,Ulán Bator
73198,2017-12-08 12:10:00,Standard Class,4,4,Shipping on time,0,18.26527405,-66.03705597,Maryborough,Australia,Queensland
73197,2017-12-07 11:49:00,Standard Class,3,4,Advance shipping,0,42.00019074,-72.59646606,Pekín,China,Pekín
73196,2017-12-06 11:28:00,Second Class,2,2,Shipping on time,0,18.2955246,-66.03704834,Thane,India,Maharashtra
73195,2017-12-10 11:07:00,Standard Class,6,4,Late delivery,1,33.98547363,-118.3382416,Thane,India,Maharashtra
73194,2017-12-09 10:46:00,Second Class,5,2,Late delivery,1,18.21618271,-66.0370636,Sydney,Australia,Nueva Gales del Sur
73193,2017-12-06 10:25:00,First Class,2,1,Late delivery,1,37.61849976,-121.0116348,Rangún,Myanmar (Birmania),Rangún
73192,2017-12-07 10:04:00,Standard Class,3,4,Advance shipping,0,18.27021027,-66.03705597,Rangún,Myanmar (Birmania),Rangún
73191,2017-12-06 09:43:00,Second Class,2,2,Shipping on time,0,40.73097992,-74.22322846,Rangún,Myanmar (Birmania),Rangún
73190,2017-12-10 09:22:00,Second Class,6,2,Late delivery,1,18.20695305,-66.03705597,Rangún,Myanmar (Birmania),Rangún
73189,2017-12-09 09:00:00,Second Class,5,2,Late delivery,1,36.94937897,-76.24703217,Rangún,Myanmar (Birmania),Rangún
73188,2017-12-06 08:39:00,First Class,2,1,Late delivery,1,33.89164734,-118.299408,Rangún,Myanmar (Birmania),Rangún
73187,2017-12-07 08:18:00,Standard Class,3,4,Advance shipping,0,18.28549385,-66.03705597,Yakarta,Indonesia,Yakarta
73186,2017-12-06 07:57:00,Standard Class,2,4,Shipping canceled,0,21.343153,-157.906601,Yakarta,Indonesia,Yakarta
73185,2017-12-10 07:36:00,Standard Class,6,4,Late delivery,1,18.29482651,-66.03705597,Huangshan,China,Anhui
73184,2017-12-09 07:15:00,Standard Class,5,4,Late delivery,1,39.67436981,-75.76576996,Rangún,Myanmar (Birmania),Rangún
73183,2017-12-08 06:54:00,Standard Class,4,4,Shipping on time,0,42.08637619,-76.85916138,Rangún,Myanmar (Birmania),Rangún
73182,2017-12-04 18:33:00,Same Day,0,0,Shipping on time,0,18.23633003,-66.03705597,Seúl,Corea del Sur,Seúl
73181,2017-12-06 06:12:00,Standard Class,2,4,Advance shipping,0,34.07656479,-117.61409,Valenzuela,Filipinas,Capital Nacional
73180,2017-12-10 05:51:00,Standard Class,6,4,Late delivery,1,18.26878166,-66.03705597,Valenzuela,Filipinas,Capital Nacional
73179,2017-12-09 05:30:00,Standard Class,5,4,Late delivery,1,42.42012024,-79.31320953,Valenzuela,Filipinas,Capital Nacional
73178,2017-12-08 05:09:00,Standard Class,4,4,Shipping on time,0,40.79290009,-73.94426727,Hubli,India,Karnataka
73177,2017-12-07 04:48:00,Standard Class,3,4,Advance shipping,0,25.92748261,-97.48326111,Hubli,India,Karnataka
73176,2017-12-06 04:27:00,Standard Class,2,4,Advance shipping,0,18.24095535,-66.03704834,Kwinana,Australia,Australia Occidental
73175,2017-12-10 04:06:00,Standard Class,6,4,Late delivery,1,42.29305649,-83.18068695,Kwinana,Australia,Australia Occidental
73174,2017-12-09 03:45:00,Standard Class,5,4,Shipping canceled,0,40.74015808,-73.84850311,Kwinana,Australia,Australia Occidental
73173,2017-12-08 03:24:00,Standard Class,4,4,Shipping on time,0,18.2852459,-66.03704834,Madurai,India,Tamil Nadu
73172,2017-12-07 03:03:00,Standard Class,3,4,Advance shipping,0,40.85889053,-73.93106842,Qingdao,China,Shandong
73171,2017-12-06 02:42:00,Standard Class,2,4,Advance shipping,0,33.03649902,-96.92692566,Yakarta,Indonesia,Yakarta
73170,2017-12-06 02:21:00,First Class,2,1,Late delivery,1,35.31053162,-119.0147934,Surabaya,Indonesia,Java Oriental
73169,2017-12-06 02:00:00,First Class,2,1,Late delivery,1,18.27858353,-66.03705597,Manila,Filipinas,Capital Nacional
73168,2017-12-06 01:39:00,First Class,2,1,Shipping canceled,0,33.94784164,-118.2462921,Manila,Filipinas,Capital Nacional
73167,2017-12-07 01:18:00,Standard Class,3,4,Advance shipping,0,34.2707634,-118.7822266,Manila,Filipinas,Capital Nacional
73166,2017-12-06 00:57:00,Standard Class,2,4,Advance shipping,0,18.2953701,-66.03705597,Manila,Filipinas,Capital Nacional
73165,2017-12-10 00:36:00,Standard Class,6,4,Late delivery,1,40.07748795,-76.26169586,Manila,Filipinas,Capital Nacional
73164,2017-12-09 00:15:00,Standard Class,5,4,Late delivery,1,32.93944931,-96.64806366,Adelaide,Australia,Australia del Sur
73163,2017-12-05 23:54:00,First Class,2,1,Late delivery,1,18.46923065,-66.727211,Adelaide,Australia,Australia del Sur
73162,2017-12-05 23:33:00,First Class,2,1,Late delivery,1,18.20761108,-66.03704834,Adelaide,Australia,Australia del Sur
73161,2017-12-05 23:12:00,Standard Class,2,4,Advance shipping,0,30.56995392,-92.07212067,Adelaide,Australia,Australia del Sur
73160,2017-12-09 22:51:00,Standard Class,6,4,Late delivery,1,18.23730087,-66.03705597,Wenzhou,China,Zhejiang
73159,2017-12-08 22:30:00,Standard Class,5,4,Late delivery,1,32.8493309,-116.6139984,Wenzhou,China,Zhejiang
73158,2017-12-07 22:09:00,Standard Class,4,4,Shipping on time,0,21.41267014,-157.997879,Yakarta,Indonesia,Yakarta
73157,2017-12-06 21:48:00,Standard Class,3,4,Advance shipping,0,18.22102356,-66.03705597,Ho Chi Minh City,Vietnam,Ciudad Ho Chi Minh
73156,2017-12-05 21:27:00,First Class,2,1,Late delivery,1,32.19872284,-110.9685822,Ho Chi Minh City,Vietnam,Ciudad Ho Chi Minh
73155,2017-12-09 21:06:00,Standard Class,6,4,Late delivery,1,33.97934723,-118.2500534,Ho Chi Minh City,Vietnam,Ciudad Ho Chi Minh
73154,2017-12-08 20:45:00,Standard Class,5,4,Late delivery,1,38.60803223,-121.3219528,Ho Chi Minh City,Vietnam,Ciudad Ho Chi Minh
73153,2017-12-07 20:24:00,Standard Class,4,4,Shipping on time,0,18.20285988,-66.03704834,Ho Chi Minh City,Vietnam,Ciudad Ho Chi Minh
73152,2017-12-06 20:03:00,Standard Class,3,4,Advance shipping,0,33.77279663,-117.8358154,Suzhou,China,Jiangsu
73151,2017-12-05 19:42:00,Standard Class,2,4,Advance shipping,0,18.21383858,-66.03705597,Suzhou,China,Jiangsu
73150,2017-12-09 19:21:00,Standard Class,6,4,Late delivery,1,39.29779434,-84.28598023,Ho Chi Minh City,Vietnam,Ciudad Ho Chi Minh
73149,2017-12-08 19:00:00,Standard Class,5,4,Late delivery,1,25.74022484,-80.36169434,Ho Chi Minh City,Vietnam,Ciudad Ho Chi Minh
73148,2017-12-07 18:39:00,Standard Class,4,4,Shipping on time,0,33.83805847,-117.9110107,Chengdu,China,Sichuan
73147,2017-12-06 18:18:00,Standard Class,3,4,Advance shipping,0,41.9041214,-87.71240997,Huadian,China,Jilin
73146,2017-12-05 17:57:00,Second Class,2,2,Shipping on time,0,18.2628479,-66.0370636,Rangún,Myanmar (Birmania),Rangún
73145,2017-12-05 17:36:00,First Class,2,1,Late delivery,1,42.39110184,-83.13121796,Newcastle,Australia,Nueva Gales del Sur
73144,2017-12-08 17:15:00,Standard Class,5,4,Late delivery,1,42.34844208,-83.43744659,Fatehpur,India,Rajastán
73143,2017-12-07 16:54:00,Standard Class,4,4,Shipping on time,0,38.42340851,-77.40523529,Fatehpur,India,Rajastán
73142,2017-12-06 16:33:00,Standard Class,3,4,Advance shipping,0,18.26447868,-66.0370636,Yancheng,China,Jiangsu
73141,2017-12-05 16:11:00,Standard Class,2,4,Advance shipping,0,32.76002502,-117.2483826,Yancheng,China,Jiangsu
73140,2017-12-09 15:50:00,Standard Class,6,4,Late delivery,1,18.26897049,-66.03705597,Yancheng,China,Jiangsu
73139,2017-12-08 15:29:00,Standard Class,5,4,Late delivery,1,40.8907814,-73.85758209,Kediri,Indonesia,Java Oriental
73138,2017-12-07 15:08:00,Standard Class,4,4,Shipping on time,0,18.20499229,-66.0370636,Coffs Harbour,Australia,Nueva Gales del Sur
73137,2017-12-06 14:47:00,Standard Class,3,4,Shipping canceled,0,40.68805313,-73.82411957,Surakarta,Indonesia,Java Central
73136,2017-12-05 14:26:00,Standard Class,2,4,Advance shipping,0,18.20916939,-66.03705597,Surakarta,Indonesia,Java Central
73135,2017-12-09 14:05:00,Standard Class,6,4,Shipping canceled,0,39.44261551,-84.4282074,Singapur,Singapur,Singapur
73134,2017-12-05 13:44:00,First Class,2,1,Late delivery,1,18.29081917,-66.0370636,Singapur,Singapur,Singapur
73133,2017-12-05 13:23:00,First Class,2,1,Late delivery,1,32.93148804,-96.81433868,Shenzhen,China,Guangdong
73132,2017-12-05 13:02:00,First Class,2,1,Shipping canceled,0,18.20333481,-66.03704834,Shenzhen,China,Guangdong
73131,2017-12-05 12:41:00,First Class,2,1,Late delivery,1,44.05007172,-123.1093521,Shenzhen,China,Guangdong
73130,2017-12-05 12:20:00,First Class,2,1,Late delivery,1,34.0104599,-117.7420883,Yakarta,Indonesia,Yakarta
73129,2017-12-05 11:59:00,First Class,2,1,Late delivery,1,18.22579575,-66.03705597,Yakarta,Indonesia,Yakarta
73128,2017-12-05 11:38:00,First Class,2,1,Late delivery,1,35.68884659,-86.81004334,Yakarta,Indonesia,Yakarta
73127,2017-12-05 11:17:00,First Class,2,1,Late delivery,1,33.53820038,-112.2271423,Canberra,Australia,Territorio de la Capital Australiana
73126,2017-12-05 10:56:00,Standard Class,2,4,Advance shipping,0,18.27087593,-66.03704834,Bacoor,Filipinas,Calabarzón
73125,2017-12-09 10:35:00,Standard Class,6,4,Late delivery,1,40.77758408,-74.2411499,Thane,India,Maharashtra
73124,2017-12-08 10:14:00,Standard Class,5,4,Late delivery,1,37.69598389,-122.4800415,Thane,India,Maharashtra
73123,2017-12-07 09:53:00,Standard Class,4,4,Shipping on time,0,18.28882027,-66.03704834,Bundaberg,Australia,Queensland
73122,2017-12-06 09:32:00,Standard Class,3,4,Advance shipping,0,29.69653702,-95.6459198,Perth,Australia,Australia Occidental
73121,2017-12-05 09:11:00,Second Class,2,2,Shipping on time,0,18.26412392,-66.0370636,Ipoh,Malasia,Perak
73120,2017-12-09 08:50:00,Second Class,6,2,Late delivery,1,41.3469696,-81.82631683,Tongchuan,China,Sichuan
73119,2017-12-08 08:29:00,Standard Class,5,4,Late delivery,1,18.27475357,-66.0370636,Goyang,Corea del Sur,Gyeonggi
73118,2017-12-07 08:08:00,Standard Class,4,4,Shipping on time,0,33.86013031,-84.68437958,Goyang,Corea del Sur,Gyeonggi
73117,2017-12-06 07:47:00,Standard Class,3,4,Advance shipping,0,33.90219879,-84.15373993,Goyang,Corea del Sur,Gyeonggi
73116,2017-12-05 07:26:00,Standard Class,2,4,Advance shipping,0,39.3816185,-76.54323578,Singapur,Singapur,Singapur
73115,2017-12-09 07:05:00,Standard Class,6,4,Late delivery,1,18.28380394,-66.0370636,Depok,Indonesia,Yogyakarta
73114,2017-12-08 06:44:00,Standard Class,5,4,Late delivery,1,44.95905304,-93.07167816,Depok,Indonesia,Yogyakarta
73113,2017-12-07 06:23:00,Standard Class,4,4,Shipping on time,0,18.22994232,-66.03705597,Depok,Indonesia,Yogyakarta
73112,2017-12-06 06:02:00,Standard Class,3,4,Advance shipping,0,43.16891098,-78.69216156,Depok,Indonesia,Yogyakarta
